"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765129561-752,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robe enfant"",""6 000CFA"",""Cambérène, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4666224_uploaded_image1_1711745782.jpg"""
"1765129561-753,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble petit garçon"",""9 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4709506_uploaded_image1_1713995931.jpg"""
"1765129561-754,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble crop top"",""12 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4709483_uploaded_image1_1713995121.jpg"""
"1765129561-755,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble maillot de bain"",""9 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4709459_uploaded_image1_1713994419.jpg"""
"1765129561-756,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robes enfants"",""10 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4667155_uploaded_image1_1711816360.jpg"""
"1765129564-757,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Pantalon pour enfants original"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5636849_uploaded_image1_1763913455.jpg"""
"1765129564-758,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Emsemble coton pour enfants"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5636847_uploaded_image1_1763913261.jpg"""
"1765129564-759,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Robe brodée"",""6 000CFA"",""Pikine, Sénégal"",""https://images.coinafrique.com/thumb_5657323_uploaded_image1_1764934741.jpg"""
"1765129564-760,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Robe lin"",""6 000CFA"",""Pikine, Sénégal"",""https://images.coinafrique.com/thumb_5657317_uploaded_image1_1764934579.jpg"""
"1765129564-761,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Robe"",""7 000CFA"",""Pikine, Sénégal"",""https://images.coinafrique.com/thumb_5657313_uploaded_image1_1764934382.jpg"""
"1765129564-762,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Sous vêtements"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5550798_uploaded_image1_1759251038.jpg"""
"1765129564-763,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble coton pour enfants de 3ans 7ans"",""4 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5549301_uploaded_image1_1759186593.jpg"""
"1765129564-764,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Lacoste coton pour enfants de 3ans à 16ans"",""3 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5549305_uploaded_image1_1759186714.jpg"""
"1765129564-765,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Pantalon jeans"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5532285_uploaded_image1_1758208106.jpg"""
"1765129564-766,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Lacoste coton pour enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5532289_uploaded_image1_1758208206.jpg"""
"1765129564-767,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Vêtements enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5532267_uploaded_image1_1758207469.jpg"""
"1765129564-768,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Pantalon pour enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5532277_uploaded_image1_1758207853.jpg"""
"1765129564-769,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Short enfants"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5532259_uploaded_image1_1758207295.jpg"""
"1765129564-770,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble dêbadeur enfants"",""2 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5524248_uploaded_image1_1757797576.jpg"""
"1765129564-771,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble costume pour enfants"",""35 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5528024_uploaded_image1_1758018544.jpg"""
"1765129564-772,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Pantalon  enfant"",""100 000 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5528006_uploaded_image1_1758017811.jpg"""
"1765129564-773,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Friperie enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5528003_uploaded_image1_1758017605.jpg"""
"1765129564-774,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensembles lacost pour garçon"",""3 000CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5524048_uploaded_image1_1757787175.jpg"""
"1765129564-775,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Vêtements pour enfants"",""3 500CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5520989_uploaded_image1_1757622885.jpg"""
"1765129564-776,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Vêtements pour enfants"",""4 000CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5520983_uploaded_image1_1757622690.jpg"""
"1765129564-777,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Vêtements pour enfants"",""3 500CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5520979_uploaded_image1_1757622379.jpg"""
"1765129564-778,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Vêtements pour enfants"",""3 500CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5520806_uploaded_image1_1757613666.jpg"""
"1765129564-779,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble bas-large"",""6 000CFA"",""Medina, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5478990_uploaded_image1_1755394245.jpg"""
"1765129564-780,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Robe nuafna mélange géginer"",""10 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5427239_uploaded_image1_1752708596.jpg"""
"1765129564-781,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Vêtements d'été pour fille"",""3 500CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5428559_uploaded_image1_1752775679.jpg"""
"1765129564-782,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Djalabé pour enfants"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5374426_uploaded_image1_1749913743.jpg"""
"1765129564-783,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Vêtements enfants"",""3 500CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5411543_uploaded_image1_1751909046.jpg"""
"1765129564-784,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble pour jeune fille"",""10 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365674_uploaded_image1_1749416491.jpg"""
"1765129564-785,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Robe enfant"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5364583_uploaded_image1_1749330317.jpg"""
"1765129564-786,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Robe enfant"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5364552_uploaded_image1_1749328164.jpg"""
"1765129564-787,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble short enfant"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5364545_uploaded_image1_1749327684.jpg"""
"1765129564-788,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Robe pour enfants"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344465_uploaded_image1_1748167330.jpg"""
"1765129564-789,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Robe"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344473_uploaded_image1_1748167713.jpg"""
"1765129564-790,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Polo Lacoste pour enfants"",""4 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344468_uploaded_image1_1748167535.jpg"""
"1765129564-791,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Emsemble pour enfants 3 pièces"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344462_uploaded_image1_1748167236.jpg"""
"1765129564-792,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble pour enfants de 1ans à 3ans"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5342641_uploaded_image1_1748035425.jpg"""
"1765129564-793,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble pour enfants de 2ans a 12ans"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5342643_uploaded_image1_1748035562.jpg"""
"1765129564-794,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble pour enfants de 2ans a 6ans coton"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5342650_uploaded_image1_1748035854.jpg"""
"1765129564-795,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble pour enfants de 3ans jusqu'à 8ans"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5342638_uploaded_image1_1748035029.jpg"""
"1765129564-796,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble pour enfants 6mois à 4ans"",""4 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5342633_uploaded_image1_1748034778.jpg"""
"1765129564-797,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble pour enfants coton"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5342628_uploaded_image1_1748034550.jpg"""
"1765129564-798,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Survêtement coton pour enfants"",""1 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5342624_uploaded_image1_1748034284.jpg"""
"1765129564-799,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble bébé"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5385373_uploaded_image1_1750509886.51.jpeg"""
"1765129564-800,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble enfant"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5385364_uploaded_image1_1750509649.41.jpeg"""
"1765129564-801,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble pour bébé"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5385356_uploaded_image1_1750509151.08.jpeg"""
"1765129564-802,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Habillement enfant"",""4 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5385294_uploaded_image1_1750506744.37.jpeg"""
"1765129564-803,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble pour enfants"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5328806_uploaded_image1_1747290315.jpg"""
"1765129564-804,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Robe enfant"",""Prix sur demande"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5336896_uploaded_image1_1747744426.jpg"""
"1765129564-805,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Emsemble coton"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5290112_uploaded_image1_1745150419.jpg"""
"1765129564-806,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Emsemble  Coton"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5289213_uploaded_image1_1745070585.jpg"""
"1765129564-807,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Vetements et accéssoires pour bébé"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5281282_uploaded_image1_1744639610.jpg"""
"1765129564-808,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Gamme et vetement pour bébé"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5281278_uploaded_image1_1744639447.jpg"""
"1765129564-809,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Brassière kids"",""3 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5321500_uploaded_image1_1746889004.jpg"""
"1765129564-810,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Vetement enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg"""
"1765129564-811,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble pour enfants"",""6 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5309005_uploaded_image1_1746217976.jpg"""
"1765129564-812,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble enfants"",""6 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5309001_uploaded_image1_1746217790.jpg"""
"1765129564-813,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble pour enfants"",""6 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5308995_uploaded_image1_1746217632.jpg"""
"1765129564-814,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Chemise enfants"",""15 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5263591_uploaded_image1_1743688903.jpg"""
"1765129564-815,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Abaya pour Anfna"",""10 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5263587_uploaded_image1_1743688774.jpg"""
"1765129564-816,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Djalaba"",""7 500CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5257015_uploaded_image1_1743325512.jpg"""
"1765129564-817,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Sous vetement enfant"",""1 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"""
"1765129564-818,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Robe Afne"",""15 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5243665_uploaded_image1_1742560242.jpg"""
"1765129564-819,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Robes enfant"",""Prix sur demande"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5283049_uploaded_image1_1744729140.jpg"""
"1765129564-820,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Robes enfant"",""Prix sur demande"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5283005_uploaded_image1_1744727750.jpg"""
"1765129564-821,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Dialaba  2 pièces"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5233364_uploaded_image1_1742035732.jpg"""
"1765129564-822,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Dialab"",""15 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5228687_uploaded_image1_1741791237.jpg"""
"1765129564-823,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Dialab 3 pièces  3ans jusqua 16ans"",""12 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5228280_uploaded_image1_1741779191.jpg"""
"1765129564-824,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Dialab pour enfant de 1ans jusqua 16ans"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5227274_uploaded_image1_1741722024.jpg"""
"1765129564-825,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Dialab enfant 3pièces"",""12 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5227233_uploaded_image1_1741720597.jpg"""
"1765129564-826,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble dialab enfants 3pièces"",""15 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5214607_uploaded_image1_1741112466.jpg"""
"1765129564-827,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Ensemble dialab pour enfant de 3ans jusqua 16ans"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5214582_uploaded_image1_1741111696.jpg"""
"1765129564-828,""https://sn.coinafrique.com/categorie/vetements-enfants?page=1"",""Dialab pour enfant"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5214595_uploaded_image1_1741112064.jpg"""
