"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765128122-531,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Chemise"",""6 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352610_uploaded_image1_1748628604.jpg"""
"1765128122-532,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Pantalon"",""7 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5339069_uploaded_image1_1747848287.jpg"""
"1765128122-533,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Lacoste coton"",""6 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5339058_uploaded_image1_1747847985.jpg"""
"1765128122-534,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5339045_uploaded_image1_1747847625.jpg"""
"1765128122-535,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5339051_uploaded_image1_1747847720.jpg"""
"1765128122-536,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Jogging"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352592_uploaded_image1_1748628052.jpg"""
"1765128122-537,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble  homme"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5352588_uploaded_image1_1748628000.jpg"""
"1765128122-538,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Kaki homme"",""7 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344854_uploaded_image1_1748194219.jpg"""
"1765128122-539,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Lacoste coton"",""6 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344842_uploaded_image1_1748193885.jpg"""
"1765128122-540,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Lacoste homme"",""6 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344841_uploaded_image1_1748193824.jpg"""
"1765128122-541,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Vetement enfants"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344831_uploaded_image1_1748193541.jpg"""
"1765128122-542,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344833_uploaded_image1_1748193584.jpg"""
"1765128122-543,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""T-shirt coton"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5348292_uploaded_image1_1748367024.jpg"""
"1765128122-544,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""16 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5348285_uploaded_image1_1748366695.jpg"""
"1765128122-545,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5348287_uploaded_image1_1748366732.jpg"""
"1765128122-546,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Getzner Super anium gold original"",""12 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5326094_uploaded_image1_1747153147.jpg"""
"1765128122-547,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""T-shirt coton"",""6 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5326080_uploaded_image1_1747152559.jpg"""
"1765128122-548,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5326083_uploaded_image1_1747152731.jpg"""
"1765128122-549,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Polo Lacoste"",""6 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5326067_uploaded_image1_1747152167.jpg"""
"1765128122-550,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Cargo"",""7 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5335721_uploaded_image1_1747671590.jpg"""
"1765128122-551,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Chemise coton"",""6 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5335724_uploaded_image1_1747671672.jpg"""
"1765128122-552,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5335705_uploaded_image1_1747671181.jpg"""
"1765128122-553,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Polo Lacoste"",""6 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5335709_uploaded_image1_1747671238.jpg"""
"1765128122-554,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""T-shirt coton"",""5 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5358869_uploaded_image1_1748970821.jpg"""
"1765128122-555,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Sous vêtements"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5358863_uploaded_image1_1748970741.jpg"""
"1765128122-556,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Bassin riche"",""5 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5334146_uploaded_image1_1747583668.jpg"""
"1765128122-557,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Tableau  Art"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5321522_uploaded_image1_1746889876.jpg"""
"1765128122-558,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Bassin riche"",""5 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5334143_uploaded_image1_1747583609.jpg"""
"1765128122-559,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Bassin riche"",""5 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5334137_uploaded_image1_1747583506.jpg"""
"1765128122-560,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Bassin riche"",""5 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5334139_uploaded_image1_1747583571.jpg"""
"1765128122-561,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""9 500CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5364994_uploaded_image1_1749376854.jpg"""
"1765128122-562,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Vêtement  homme"",""5 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5364974_uploaded_image1_1749376464.jpg"""
"1765128122-563,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Lacoste homme"",""6 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5320644_uploaded_image1_1746830346.jpg"""
"1765128122-564,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""T-shirt coton"",""5 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5320652_uploaded_image1_1746830643.jpg"""
"1765128122-565,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Kaki"",""7 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5320629_uploaded_image1_1746829743.jpg"""
"1765128122-566,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5318674_uploaded_image1_1746735167.jpg"""
"1765128122-567,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""15 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5318670_uploaded_image1_1746734969.jpg"""
"1765128122-568,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Chemise"",""25 000CFA"",""Almadies 2, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5346271_uploaded_image1_1748268399.jpg"""
"1765128122-569,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Chemise homme"",""25 000CFA"",""Almadies 2, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5346211_uploaded_image1_1748266571.jpg"""
"1765128122-570,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Bassin riche"",""5 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5314920_uploaded_image1_1746554358.jpg"""
"1765128122-571,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Lacoste homme"",""6 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5314919_uploaded_image1_1746554270.jpg"""
"1765128122-572,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Lacoste coton"",""6 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5314904_uploaded_image1_1746553879.jpg"""
"1765128122-573,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5314912_uploaded_image1_1746554095.jpg"""
"1765128122-574,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Jean homme"",""7 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5314908_uploaded_image1_1746554002.jpg"""
"1765128122-575,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Tenue Africaine"",""40 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5360278_uploaded_image1_1749046194.jpg"""
"1765128122-576,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Lacoste homme"",""6 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5313316_uploaded_image1_1746471140.jpg"""
"1765128122-577,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5313321_uploaded_image1_1746471279.jpg"""
"1765128122-578,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5313236_uploaded_image1_1746467678.jpg"""
"1765128122-579,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Lacoste homme"",""6 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5310613_uploaded_image1_1746312787.jpg"""
"1765128122-580,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Paquet Tshirt cotton 100?"",""7 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5306801_uploaded_image1_1746115281.jpg"""
"1765128122-581,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Pantalon homme"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5305847_uploaded_image1_1746059808.jpg"""
"1765128122-582,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Chemise"",""6 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5305845_uploaded_image1_1746059687.jpg"""
"1765128122-583,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5305848_uploaded_image1_1746059890.jpg"""
"1765128122-584,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Ensemble homme"",""13 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5305840_uploaded_image1_1746059319.jpg"""
"1765128122-585,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Lot de 6 tshirts"",""11 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5308578_uploaded_image1_1746204180.jpg"""
"1765128122-586,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Débardeur en coton"",""3 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5305181_uploaded_image1_1746024944.jpg"""
"1765128122-587,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""Jogging Nike"",""9 000CFA"",""Mariste, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5350993_uploaded_image1_1748526930.jpg"""
"1765128122-588,""https://sn.coinafrique.com/categorie/vetements-homme?page=4"",""T-shirt homme"",""7 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5348769_uploaded_image1_1748394151.jpg"""
"1765128126-589,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Sous-vêtements homme"",""4 000CFA"",""Medina, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5422821_uploaded_image1_1752506033.jpg"""
"1765128126-590,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Pantalon Kaki"",""8 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5422160_uploaded_image1_1752480748.jpg"""
"1765128126-591,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Pantalon jean"",""8 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5422157_uploaded_image1_1752480645.jpg"""
"1765128126-592,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Lacoste homme"",""7 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"""
"1765128126-593,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble homme"",""150CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5421926_uploaded_image1_1752455963.jpg"""
"1765128126-594,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble homme"",""150CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5421925_uploaded_image1_1752455865.jpg"""
"1765128126-595,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble homme"",""150CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5421924_uploaded_image1_1752455779.jpg"""
"1765128126-596,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Tshirt coton"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5374565_uploaded_image1_1749920402.jpg"""
"1765128126-597,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Shorts coton"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5374534_uploaded_image1_1749919474.jpg"""
"1765128126-598,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Sorts coton djiene"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5374540_uploaded_image1_1749919718.jpg"""
"1765128126-599,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Sorts cotton djiene"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5374538_uploaded_image1_1749919612.jpg"""
"1765128126-600,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Bonet"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5374410_uploaded_image1_1749913289.jpg"""
"1765128126-601,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Djialab Homme"",""15 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5374420_uploaded_image1_1749913604.jpg"""
"1765128126-602,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Djialab  Homme"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5374415_uploaded_image1_1749913505.jpg"""
"1765128126-603,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Djialabé"",""15 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5374429_uploaded_image1_1749913872.jpg"""
"1765128126-604,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Chemise africaine"",""11 000CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5421027_uploaded_image1_1752406068.jpg"""
"1765128126-605,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Boubou homme traditionnel"",""35 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5414801_uploaded_image1_1752066925.jpg"""
"1765128126-606,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Polo en coton"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5405576_uploaded_image1_1751582047.jpg"""
"1765128126-607,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Pantalon bas large"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5380940_uploaded_image1_1750267409.jpg"""
"1765128126-608,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble short"",""9 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5380938_uploaded_image1_1750267359.jpg"""
"1765128126-609,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Caleçons"",""1 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5366447_uploaded_image1_1749473882.jpg"""
"1765128126-610,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Pantalon kaki"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5379655_uploaded_image1_1750203441.jpg"""
"1765128126-611,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble lacoste+ kaki"",""14 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5379656_uploaded_image1_1750203540.jpg"""
